# boundary_array
(9.84, -26.72, 11.25, -26.02)
(8.44, -26.72, 9.84, -26.02)
(8.44, -26.02, 9.84, -25.31)
(9.84, -26.02, 11.25, -25.31)
(4.22, -28.13, 5.63, -27.42)
(2.81, -28.13, 4.22, -27.42)
(2.81, -27.42, 4.22, -26.72)
(4.22, -27.42, 5.63, -26.72)
(1.41, -28.13, 2.81, -27.42)
(0.00, -28.13, 1.41, -27.42)
(0.00, -27.42, 1.41, -26.72)
(1.41, -27.42, 2.81, -26.72)
(1.41, -26.72, 2.81, -26.02)
(0.00, -26.72, 1.41, -26.02)
(0.00, -26.02, 1.41, -25.31)
(1.41, -26.02, 2.81, -25.31)
(4.22, -26.72, 5.63, -26.02)
(2.81, -26.72, 4.22, -26.02)
(2.81, -26.02, 4.22, -25.31)
(4.22, -26.02, 5.63, -25.31)
(4.22, -25.31, 5.63, -24.61)
(2.81, -25.31, 4.22, -24.61)
(2.81, -24.61, 4.22, -23.91)
(4.22, -24.61, 5.63, -23.91)
(1.41, -25.31, 2.81, -24.61)
(0.00, -25.31, 1.41, -24.61)
(0.00, -24.61, 1.41, -23.91)
(1.41, -24.61, 2.81, -23.91)
(1.41, -23.91, 2.81, -23.20)
(0.00, -23.91, 1.41, -23.20)
(0.00, -23.20, 1.41, -22.50)
(1.41, -23.20, 2.81, -22.50)
(2.81, -23.91, 5.63, -22.50)
(9.84, -25.31, 11.25, -24.61)
(8.44, -25.31, 9.84, -24.61)
(8.44, -24.61, 9.84, -23.91)
(9.84, -24.61, 11.25, -23.91)
(7.03, -25.31, 8.44, -24.61)
(5.63, -25.31, 7.03, -24.61)
(5.63, -24.61, 7.03, -23.91)
(7.03, -24.61, 8.44, -23.91)
(5.63, -23.91, 8.44, -22.50)
(9.84, -23.91, 11.25, -23.20)
(8.44, -23.91, 9.84, -23.20)
(8.44, -23.20, 9.84, -22.50)
(9.84, -23.20, 11.25, -22.50)
(16.88, -28.13, 22.50, -25.31)
(14.06, -28.13, 16.88, -26.72)
(11.25, -28.13, 14.06, -26.72)
(11.25, -26.72, 14.06, -25.31)
(14.06, -26.72, 16.88, -25.31)
(14.06, -25.31, 16.88, -23.91)
(12.66, -25.31, 14.06, -24.61)
(11.25, -25.31, 12.66, -24.61)
(11.25, -24.61, 12.66, -23.91)
(12.66, -24.61, 14.06, -23.91)
(12.66, -23.91, 14.06, -23.20)
(11.25, -23.91, 12.66, -23.20)
(11.25, -23.20, 12.66, -22.50)
(12.66, -23.20, 14.06, -22.50)
(15.47, -23.91, 16.88, -23.20)
(14.06, -23.91, 15.47, -23.20)
(14.06, -23.20, 15.47, -22.50)
(15.47, -23.20, 16.88, -22.50)
(16.88, -25.31, 22.50, -22.50)
(22.50, -33.75, 45.00, -22.50)
(33.75, -22.50, 45.00, -16.88)
(22.50, -22.50, 33.75, -16.88)
(28.13, -16.88, 33.75, -14.06)
(22.50, -16.88, 28.13, -14.06)
(22.50, -14.06, 28.13, -11.25)
(28.13, -14.06, 33.75, -11.25)
(33.75, -16.88, 45.00, -11.25)
(19.69, -22.50, 22.50, -21.09)
(18.28, -22.50, 19.69, -21.80)
(16.88, -22.50, 18.28, -21.80)
(16.88, -21.80, 18.28, -21.09)
(18.28, -21.80, 19.69, -21.09)
(18.28, -21.09, 19.69, -20.39)
(16.88, -21.09, 18.28, -20.39)
(16.88, -20.39, 18.28, -19.69)
(18.28, -20.39, 19.69, -19.69)
(19.69, -21.09, 22.50, -19.69)
(15.47, -22.50, 16.88, -21.80)
(14.06, -22.50, 15.47, -21.80)
(14.06, -21.80, 15.47, -21.09)
(15.47, -21.80, 16.88, -21.09)
(12.66, -22.50, 14.06, -21.80)
(11.25, -22.50, 12.66, -21.80)
(11.25, -21.80, 12.66, -21.09)
(12.66, -21.80, 14.06, -21.09)
(12.66, -21.09, 14.06, -20.39)
(11.25, -21.09, 12.66, -20.39)
(11.25, -20.39, 12.66, -19.69)
(12.66, -20.39, 14.06, -19.69)
(16.17, -21.09, 16.88, -20.74)
(15.47, -21.09, 16.17, -20.74)
(15.47, -20.74, 16.17, -20.39)
(16.17, -20.74, 16.88, -20.39)
(14.06, -21.09, 15.47, -20.39)
(14.06, -20.39, 15.47, -19.69)
(15.47, -20.39, 16.88, -19.69)
(16.17, -19.69, 16.88, -19.34)
(15.47, -19.69, 16.17, -19.34)
(15.47, -19.34, 16.17, -18.99)
(16.17, -19.34, 16.88, -18.99)
(14.06, -19.69, 15.47, -18.99)
(14.06, -18.99, 15.47, -18.28)
(16.17, -18.99, 16.88, -18.63)
(15.47, -18.99, 16.17, -18.63)
(15.47, -18.63, 16.17, -18.28)
(16.17, -18.63, 16.88, -18.28)
(12.66, -19.69, 14.06, -18.99)
(11.25, -19.69, 12.66, -18.99)
(11.25, -18.99, 12.66, -18.28)
(12.66, -18.99, 14.06, -18.28)
(12.66, -18.28, 14.06, -17.58)
(11.25, -18.28, 12.66, -17.58)
(11.25, -17.58, 12.66, -16.88)
(12.66, -17.58, 14.06, -16.88)
(15.47, -18.28, 16.88, -17.58)
(14.06, -18.28, 15.47, -17.58)
(14.06, -17.58, 15.47, -16.88)
(16.17, -17.58, 16.88, -17.23)
(15.47, -17.58, 16.17, -17.23)
(15.47, -17.23, 16.17, -16.88)
(16.17, -17.23, 16.88, -16.88)
(19.69, -19.69, 22.50, -18.28)
(18.28, -19.69, 19.69, -18.99)
(16.88, -19.69, 18.28, -18.99)
(16.88, -18.99, 18.28, -18.28)
(18.98, -18.99, 19.69, -18.63)
(18.28, -18.99, 18.98, -18.63)
(18.28, -18.63, 18.98, -18.28)
(18.98, -18.63, 19.69, -18.28)
(18.98, -18.28, 19.69, -17.93)
(18.28, -18.28, 18.98, -17.93)
(18.28, -17.93, 18.98, -17.58)
(18.98, -17.93, 19.69, -17.58)
(16.88, -18.28, 18.28, -17.58)
(16.88, -17.58, 18.28, -16.88)
(18.98, -17.58, 19.69, -17.23)
(18.28, -17.58, 18.98, -17.23)
(18.28, -17.23, 18.98, -16.88)
(18.98, -17.23, 19.69, -16.88)
(21.09, -18.28, 22.50, -17.58)
(19.69, -18.28, 21.09, -17.58)
(19.69, -17.58, 21.09, -16.88)
(21.09, -17.58, 22.50, -16.88)
(9.84, -22.50, 11.25, -21.80)
(8.44, -22.50, 9.84, -21.80)
(8.44, -21.80, 9.84, -21.09)
(9.84, -21.80, 11.25, -21.09)
(7.03, -22.50, 8.44, -21.80)
(5.63, -22.50, 7.03, -21.80)
(5.63, -21.80, 7.03, -21.09)
(7.03, -21.80, 8.44, -21.09)
(5.63, -21.09, 8.44, -19.69)
(9.84, -21.09, 11.25, -20.39)
(8.44, -21.09, 9.84, -20.39)
(8.44, -20.39, 9.84, -19.69)
(9.84, -20.39, 11.25, -19.69)
(4.22, -22.50, 5.63, -21.80)
(2.81, -22.50, 4.22, -21.80)
(2.81, -21.80, 4.22, -21.09)
(4.22, -21.80, 5.63, -21.09)
(1.41, -22.50, 2.81, -21.80)
(0.00, -22.50, 1.41, -21.80)
(0.00, -21.80, 1.41, -21.09)
(1.41, -21.80, 2.81, -21.09)
(1.41, -21.09, 2.81, -20.39)
(0.00, -21.09, 1.41, -20.39)
(0.00, -20.39, 1.41, -19.69)
(1.41, -20.39, 2.81, -19.69)
(4.22, -21.09, 5.63, -20.39)
(2.81, -21.09, 4.22, -20.39)
(2.81, -20.39, 4.22, -19.69)
(4.22, -20.39, 5.63, -19.69)
(2.81, -19.69, 5.63, -18.28)
(1.41, -19.69, 2.81, -18.99)
(0.00, -19.69, 1.41, -18.99)
(0.00, -18.99, 1.41, -18.28)
(1.41, -18.99, 2.81, -18.28)
(1.41, -18.28, 2.81, -17.58)
(0.00, -18.28, 1.41, -17.58)
(0.00, -17.58, 1.41, -16.88)
(1.41, -17.58, 2.81, -16.88)
(4.22, -18.28, 5.63, -17.58)
(2.81, -18.28, 4.22, -17.58)
(2.81, -17.58, 4.22, -16.88)
(4.22, -17.58, 5.63, -16.88)
(9.84, -19.69, 11.25, -18.99)
(8.44, -19.69, 9.84, -18.99)
(8.44, -18.99, 9.84, -18.28)
(9.84, -18.99, 11.25, -18.28)
(7.03, -19.69, 8.44, -18.99)
(5.63, -19.69, 7.03, -18.99)
(5.63, -18.99, 7.03, -18.28)
(7.03, -18.99, 8.44, -18.28)
(5.63, -18.28, 8.44, -16.88)
(9.84, -18.28, 11.25, -17.58)
(8.44, -18.28, 9.84, -17.58)
(8.44, -17.58, 9.84, -16.88)
(9.84, -17.58, 11.25, -16.88)
(9.84, -16.88, 11.25, -16.17)
(8.44, -16.88, 9.84, -16.17)
(8.44, -16.17, 9.84, -15.47)
(9.84, -16.17, 11.25, -15.47)
(7.03, -16.88, 8.44, -16.17)
(5.63, -16.88, 7.03, -16.17)
(5.63, -16.17, 7.03, -15.47)
(7.03, -16.17, 8.44, -15.47)
(7.03, -15.47, 8.44, -14.77)
(5.63, -15.47, 7.03, -14.77)
(5.63, -14.77, 7.03, -14.06)
(7.03, -14.77, 8.44, -14.06)
(9.84, -15.47, 11.25, -14.77)
(8.44, -15.47, 9.84, -14.77)
(8.44, -14.77, 9.84, -14.06)
(9.84, -14.77, 11.25, -14.06)
(4.22, -16.88, 5.63, -16.17)
(2.81, -16.88, 4.22, -16.17)
(2.81, -16.17, 4.22, -15.47)
(4.22, -16.17, 5.63, -15.47)
(1.41, -16.88, 2.81, -16.17)
(0.00, -16.88, 1.41, -16.17)
(0.00, -16.17, 1.41, -15.47)
(1.41, -16.17, 2.81, -15.47)
(0.00, -15.47, 2.81, -14.06)
(4.22, -15.47, 5.63, -14.77)
(2.81, -15.47, 4.22, -14.77)
(2.81, -14.77, 4.22, -14.06)
(4.22, -14.77, 5.63, -14.06)
(4.22, -14.06, 5.63, -13.36)
(2.81, -14.06, 4.22, -13.36)
(2.81, -13.36, 4.22, -12.66)
(4.22, -13.36, 5.63, -12.66)
(1.41, -14.06, 2.81, -13.36)
(0.00, -14.06, 1.41, -13.36)
(0.00, -13.36, 1.41, -12.66)
(1.41, -13.36, 2.81, -12.66)
(0.00, -12.66, 2.81, -11.25)
(4.22, -12.66, 5.63, -11.95)
(2.81, -12.66, 4.22, -11.95)
(2.81, -11.95, 4.22, -11.25)
(4.22, -11.95, 5.63, -11.25)
(9.84, -14.06, 11.25, -13.36)
(8.44, -14.06, 9.84, -13.36)
(8.44, -13.36, 9.84, -12.66)
(9.84, -13.36, 11.25, -12.66)
(7.03, -14.06, 8.44, -13.36)
(5.63, -14.06, 7.03, -13.36)
(5.63, -13.36, 7.03, -12.66)
(7.03, -13.36, 8.44, -12.66)
(7.03, -12.66, 8.44, -11.95)
(5.63, -12.66, 7.03, -11.95)
(5.63, -11.95, 7.03, -11.25)
(7.03, -11.95, 8.44, -11.25)
(9.84, -12.66, 11.25, -11.95)
(8.44, -12.66, 9.84, -11.95)
(8.44, -11.95, 9.84, -11.25)
(9.84, -11.95, 11.25, -11.25)
(21.09, -16.88, 22.50, -16.17)
(20.39, -16.88, 21.09, -16.52)
(19.69, -16.88, 20.39, -16.52)
(19.69, -16.52, 20.39, -16.17)
(20.39, -16.52, 21.09, -16.17)
(19.69, -16.17, 21.09, -15.47)
(21.09, -16.17, 22.50, -15.47)
(18.98, -16.88, 19.69, -16.52)
(18.28, -16.88, 18.98, -16.52)
(18.28, -16.52, 18.98, -16.17)
(18.98, -16.52, 19.69, -16.17)
(16.88, -16.88, 18.28, -16.17)
(16.88, -16.17, 18.28, -15.47)
(18.98, -16.17, 19.69, -15.82)
(18.28, -16.17, 18.98, -15.82)
(18.28, -15.82, 18.98, -15.47)
(18.98, -15.82, 19.69, -15.47)
(18.98, -15.47, 19.69, -15.12)
(18.28, -15.47, 18.98, -15.12)
(18.28, -15.12, 18.98, -14.77)
(18.98, -15.12, 19.69, -14.77)
(16.88, -15.47, 18.28, -14.77)
(16.88, -14.77, 18.28, -14.06)
(18.98, -14.77, 19.69, -14.41)
(18.28, -14.77, 18.98, -14.41)
(18.28, -14.41, 18.98, -14.06)
(18.98, -14.41, 19.69, -14.06)
(21.09, -15.47, 22.50, -14.77)
(20.39, -15.47, 21.09, -15.12)
(19.69, -15.47, 20.39, -15.12)
(19.69, -15.12, 20.39, -14.77)
(20.39, -15.12, 21.09, -14.77)
(19.69, -14.77, 21.09, -14.06)
(21.80, -14.77, 22.50, -14.41)
(21.09, -14.77, 21.80, -14.41)
(21.09, -14.41, 21.80, -14.06)
(21.80, -14.41, 22.50, -14.06)
(16.17, -16.88, 16.88, -16.52)
(15.47, -16.88, 16.17, -16.52)
(15.47, -16.52, 16.17, -16.17)
(16.17, -16.52, 16.88, -16.17)
(14.06, -16.88, 15.47, -16.17)
(14.06, -16.17, 15.47, -15.47)
(16.17, -16.17, 16.88, -15.82)
(15.47, -16.17, 16.17, -15.82)
(15.47, -15.82, 16.17, -15.47)
(16.17, -15.82, 16.88, -15.47)
(12.66, -16.88, 14.06, -16.17)
(11.25, -16.88, 12.66, -16.17)
(11.25, -16.17, 12.66, -15.47)
(12.66, -16.17, 14.06, -15.47)
(12.66, -15.47, 14.06, -14.77)
(11.25, -15.47, 12.66, -14.77)
(11.25, -14.77, 12.66, -14.06)
(12.66, -14.77, 14.06, -14.06)
(15.47, -15.47, 16.88, -14.77)
(14.06, -15.47, 15.47, -14.77)
(14.06, -14.77, 15.47, -14.06)
(16.17, -14.77, 16.88, -14.41)
(15.47, -14.77, 16.17, -14.41)
(15.47, -14.41, 16.17, -14.06)
(16.17, -14.41, 16.88, -14.06)
(16.17, -14.06, 16.88, -13.71)
(15.47, -14.06, 16.17, -13.71)
(15.47, -13.71, 16.17, -13.36)
(16.17, -13.71, 16.88, -13.36)
(14.77, -14.06, 15.47, -13.71)
(14.06, -14.06, 14.77, -13.71)
(14.06, -13.71, 14.77, -13.36)
(14.77, -13.71, 15.47, -13.36)
(14.06, -13.36, 15.47, -12.66)
(16.17, -13.36, 16.88, -13.01)
(15.47, -13.36, 16.17, -13.01)
(15.47, -13.01, 16.17, -12.66)
(16.17, -13.01, 16.88, -12.66)
(12.66, -14.06, 14.06, -13.36)
(11.25, -14.06, 12.66, -13.36)
(11.25, -13.36, 12.66, -12.66)
(12.66, -13.36, 14.06, -12.66)
(12.66, -12.66, 14.06, -11.95)
(11.25, -12.66, 12.66, -11.95)
(11.25, -11.95, 12.66, -11.25)
(12.66, -11.95, 14.06, -11.25)
(16.17, -12.66, 16.88, -12.31)
(15.47, -12.66, 16.17, -12.31)
(15.47, -12.31, 16.17, -11.95)
(16.17, -12.31, 16.88, -11.95)
(14.06, -12.66, 15.47, -11.95)
(14.06, -11.95, 15.47, -11.25)
(16.17, -11.95, 16.88, -11.60)
(15.47, -11.95, 16.17, -11.60)
(15.47, -11.60, 16.17, -11.25)
(16.17, -11.60, 16.88, -11.25)
(21.80, -14.06, 22.50, -13.71)
(21.09, -14.06, 21.80, -13.71)
(21.09, -13.71, 21.80, -13.36)
(21.80, -13.71, 22.50, -13.36)
(20.39, -14.06, 21.09, -13.71)
(19.69, -14.06, 20.39, -13.71)
(19.69, -13.71, 20.39, -13.36)
(20.39, -13.71, 21.09, -13.36)
(19.69, -13.36, 21.09, -12.66)
(21.80, -13.36, 22.50, -13.01)
(21.09, -13.36, 21.80, -13.01)
(21.09, -13.01, 21.80, -12.66)
(21.80, -13.01, 22.50, -12.66)
(18.98, -14.06, 19.69, -13.71)
(18.28, -14.06, 18.98, -13.71)
(18.28, -13.71, 18.98, -13.36)
(18.98, -13.71, 19.69, -13.36)
(17.58, -14.06, 18.28, -13.71)
(16.88, -14.06, 17.58, -13.71)
(16.88, -13.71, 17.58, -13.36)
(17.58, -13.71, 18.28, -13.36)
(16.88, -13.36, 18.28, -12.66)
(18.98, -13.36, 19.69, -13.01)
(18.28, -13.36, 18.98, -13.01)
(18.28, -13.01, 18.98, -12.66)
(18.98, -13.01, 19.69, -12.66)
(18.98, -12.66, 19.69, -12.31)
(18.28, -12.66, 18.98, -12.31)
(18.28, -12.31, 18.98, -11.95)
(18.98, -12.31, 19.69, -11.95)
(16.88, -12.66, 18.28, -11.95)
(16.88, -11.95, 18.28, -11.25)
(18.98, -11.95, 19.69, -11.60)
(18.28, -11.95, 18.98, -11.60)
(18.28, -11.60, 18.98, -11.25)
(18.98, -11.60, 19.69, -11.25)
(21.80, -12.66, 22.50, -12.31)
(21.09, -12.66, 21.80, -12.31)
(21.09, -12.31, 21.80, -11.95)
(21.80, -12.31, 22.50, -11.95)
(20.39, -12.66, 21.09, -12.31)
(19.69, -12.66, 20.39, -12.31)
(19.69, -12.31, 20.39, -11.95)
(20.39, -12.31, 21.09, -11.95)
(20.39, -11.95, 21.09, -11.60)
(19.69, -11.95, 20.39, -11.60)
(19.69, -11.60, 20.39, -11.25)
(20.39, -11.60, 21.09, -11.25)
(21.80, -11.95, 22.50, -11.60)
(21.09, -11.95, 21.80, -11.60)
(21.09, -11.60, 21.80, -11.25)
(21.80, -11.60, 22.50, -11.25)
(21.80, -11.25, 22.50, -10.90)
(21.09, -11.25, 21.80, -10.90)
(21.09, -10.90, 21.80, -10.55)
(21.80, -10.90, 22.50, -10.55)
(20.39, -11.25, 21.09, -10.90)
(19.69, -11.25, 20.39, -10.90)
(19.69, -10.90, 20.39, -10.55)
(20.39, -10.90, 21.09, -10.55)
(20.39, -10.55, 21.09, -10.20)
(19.69, -10.55, 20.39, -10.20)
(19.69, -10.20, 20.39, -9.84)
(20.39, -10.20, 21.09, -9.84)
(21.80, -10.55, 22.50, -10.20)
(21.09, -10.55, 21.80, -10.20)
(21.09, -10.20, 21.80, -9.84)
(21.80, -10.20, 22.50, -9.84)
(18.98, -11.25, 19.69, -10.90)
(18.28, -11.25, 18.98, -10.90)
(18.28, -10.90, 18.98, -10.55)
(18.98, -10.90, 19.69, -10.55)
(17.58, -11.25, 18.28, -10.90)
(16.88, -11.25, 17.58, -10.90)
(16.88, -10.90, 17.58, -10.55)
(17.58, -10.90, 18.28, -10.55)
(17.58, -10.55, 18.28, -10.20)
(16.88, -10.55, 17.58, -10.20)
(16.88, -10.20, 17.58, -9.84)
(17.58, -10.20, 18.28, -9.84)
(18.98, -10.55, 19.69, -10.20)
(18.28, -10.55, 18.98, -10.20)
(18.28, -10.20, 18.98, -9.84)
(18.98, -10.20, 19.69, -9.84)
(18.98, -9.84, 19.69, -9.49)
(18.28, -9.84, 18.98, -9.49)
(18.28, -9.49, 18.98, -9.14)
(18.98, -9.49, 19.69, -9.14)
(16.88, -9.84, 18.28, -9.14)
(16.88, -9.14, 18.28, -8.44)
(18.98, -9.14, 19.69, -8.79)
(18.28, -9.14, 18.98, -8.79)
(18.28, -8.79, 18.98, -8.44)
(18.98, -8.79, 19.69, -8.44)
(21.80, -9.84, 22.50, -9.49)
(21.09, -9.84, 21.80, -9.49)
(21.09, -9.49, 21.80, -9.14)
(21.80, -9.49, 22.50, -9.14)
(20.39, -9.84, 21.09, -9.49)
(19.69, -9.84, 20.39, -9.49)
(19.69, -9.49, 20.39, -9.14)
(20.39, -9.49, 21.09, -9.14)
(20.39, -9.14, 21.09, -8.79)
(19.69, -9.14, 20.39, -8.79)
(19.69, -8.79, 20.39, -8.44)
(20.39, -8.79, 21.09, -8.44)
(21.80, -9.14, 22.50, -8.79)
(21.09, -9.14, 21.80, -8.79)
(21.09, -8.79, 21.80, -8.44)
(21.80, -8.79, 22.50, -8.44)
(16.17, -11.25, 16.88, -10.90)
(15.47, -11.25, 16.17, -10.90)
(15.47, -10.90, 16.17, -10.55)
(16.17, -10.90, 16.88, -10.55)
(14.77, -11.25, 15.47, -10.90)
(14.06, -11.25, 14.77, -10.90)
(14.06, -10.90, 14.77, -10.55)
(14.77, -10.90, 15.47, -10.55)
(14.06, -10.55, 15.47, -9.84)
(16.17, -10.55, 16.88, -10.20)
(15.47, -10.55, 16.17, -10.20)
(15.47, -10.20, 16.17, -9.84)
(16.17, -10.20, 16.88, -9.84)
(12.66, -11.25, 14.06, -10.55)
(11.25, -11.25, 12.66, -10.55)
(11.95, -10.55, 12.66, -10.20)
(11.25, -10.55, 11.95, -10.20)
(11.25, -10.20, 11.95, -9.84)
(11.95, -10.20, 12.66, -9.84)
(12.66, -10.55, 14.06, -9.84)
(12.66, -9.84, 14.06, -9.14)
(11.25, -9.84, 12.66, -9.14)
(11.25, -9.14, 12.66, -8.44)
(12.66, -9.14, 14.06, -8.44)
(16.17, -9.84, 16.88, -9.49)
(15.47, -9.84, 16.17, -9.49)
(15.47, -9.49, 16.17, -9.14)
(16.17, -9.49, 16.88, -9.14)
(14.06, -9.84, 15.47, -9.14)
(14.06, -9.14, 15.47, -8.44)
(16.17, -9.14, 16.88, -8.79)
(15.47, -9.14, 16.17, -8.79)
(15.47, -8.79, 16.17, -8.44)
(16.17, -8.79, 16.88, -8.44)
(16.17, -8.44, 16.88, -8.09)
(15.47, -8.44, 16.17, -8.09)
(15.47, -8.09, 16.17, -7.73)
(16.17, -8.09, 16.88, -7.73)
(14.06, -8.44, 15.47, -7.73)
(14.06, -7.73, 15.47, -7.03)
(16.17, -7.73, 16.88, -7.38)
(15.47, -7.73, 16.17, -7.38)
(15.47, -7.38, 16.17, -7.03)
(16.17, -7.38, 16.88, -7.03)
(12.66, -8.44, 14.06, -7.73)
(11.25, -8.44, 12.66, -7.73)
(11.25, -7.73, 12.66, -7.03)
(13.36, -7.73, 14.06, -7.38)
(12.66, -7.73, 13.36, -7.38)
(12.66, -7.38, 13.36, -7.03)
(13.36, -7.38, 14.06, -7.03)
(13.36, -7.03, 14.06, -6.68)
(12.66, -7.03, 13.36, -6.68)
(12.66, -6.68, 13.36, -6.33)
(13.36, -6.68, 14.06, -6.33)
(11.25, -7.03, 12.66, -6.33)
(11.25, -6.33, 12.66, -5.63)
(12.66, -6.33, 14.06, -5.63)
(16.17, -7.03, 16.88, -6.68)
(15.47, -7.03, 16.17, -6.68)
(15.47, -6.68, 16.17, -6.33)
(16.17, -6.68, 16.88, -6.33)
(14.06, -7.03, 15.47, -6.33)
(14.77, -6.33, 15.47, -5.98)
(14.06, -6.33, 14.77, -5.98)
(14.06, -5.98, 14.77, -5.63)
(14.77, -5.98, 15.47, -5.63)
(16.17, -6.33, 16.88, -5.98)
(15.47, -6.33, 16.17, -5.98)
(15.47, -5.98, 16.17, -5.63)
(16.17, -5.98, 16.88, -5.63)
(21.80, -8.44, 22.50, -8.09)
(21.09, -8.44, 21.80, -8.09)
(21.09, -8.09, 21.80, -7.73)
(21.80, -8.09, 22.50, -7.73)
(20.39, -8.44, 21.09, -8.09)
(19.69, -8.44, 20.39, -8.09)
(19.69, -8.09, 20.39, -7.73)
(20.39, -8.09, 21.09, -7.73)
(19.69, -7.73, 21.09, -7.03)
(21.80, -7.73, 22.50, -7.38)
(21.09, -7.73, 21.80, -7.38)
(21.09, -7.38, 21.80, -7.03)
(21.80, -7.38, 22.50, -7.03)
(18.98, -8.44, 19.69, -8.09)
(18.28, -8.44, 18.98, -8.09)
(18.28, -8.09, 18.98, -7.73)
(18.98, -8.09, 19.69, -7.73)
(17.58, -8.44, 18.28, -8.09)
(16.88, -8.44, 17.58, -8.09)
(16.88, -8.09, 17.58, -7.73)
(17.58, -8.09, 18.28, -7.73)
(17.58, -7.73, 18.28, -7.38)
(16.88, -7.73, 17.58, -7.38)
(16.88, -7.38, 17.58, -7.03)
(17.58, -7.38, 18.28, -7.03)
(18.98, -7.73, 19.69, -7.38)
(18.28, -7.73, 18.98, -7.38)
(18.28, -7.38, 18.98, -7.03)
(18.98, -7.38, 19.69, -7.03)
(18.98, -7.03, 19.69, -6.68)
(18.28, -7.03, 18.98, -6.68)
(18.28, -6.68, 18.98, -6.33)
(18.98, -6.68, 19.69, -6.33)
(16.88, -7.03, 18.28, -6.33)
(16.88, -6.33, 18.28, -5.63)
(18.98, -6.33, 19.69, -5.98)
(18.28, -6.33, 18.98, -5.98)
(18.28, -5.98, 18.98, -5.63)
(18.98, -5.98, 19.69, -5.63)
(21.80, -7.03, 22.50, -6.68)
(21.09, -7.03, 21.80, -6.68)
(21.09, -6.68, 21.80, -6.33)
(21.80, -6.68, 22.50, -6.33)
(20.39, -7.03, 21.09, -6.68)
(19.69, -7.03, 20.39, -6.68)
(19.69, -6.68, 20.39, -6.33)
(20.39, -6.68, 21.09, -6.33)
(20.39, -6.33, 21.09, -5.98)
(19.69, -6.33, 20.39, -5.98)
(19.69, -5.98, 20.39, -5.63)
(20.39, -5.98, 21.09, -5.63)
(21.80, -6.33, 22.50, -5.98)
(21.09, -6.33, 21.80, -5.98)
(21.09, -5.98, 21.80, -5.63)
(21.80, -5.98, 22.50, -5.63)
(9.84, -11.25, 11.25, -10.55)
(8.44, -11.25, 9.84, -10.55)
(8.44, -10.55, 9.84, -9.84)
(9.84, -10.55, 11.25, -9.84)
(7.03, -11.25, 8.44, -10.55)
(5.63, -11.25, 7.03, -10.55)
(5.63, -10.55, 7.03, -9.84)
(7.03, -10.55, 8.44, -9.84)
(7.03, -9.84, 8.44, -9.14)
(5.63, -9.84, 7.03, -9.14)
(5.63, -9.14, 7.03, -8.44)
(7.03, -9.14, 8.44, -8.44)
(10.55, -9.84, 11.25, -9.49)
(9.84, -9.84, 10.55, -9.49)
(9.84, -9.49, 10.55, -9.14)
(10.55, -9.49, 11.25, -9.14)
(8.44, -9.84, 9.84, -9.14)
(8.44, -9.14, 9.84, -8.44)
(10.55, -9.14, 11.25, -8.79)
(9.84, -9.14, 10.55, -8.79)
